adjusted_appropriation,fund_no,dept_no,activity_code,object_code,sub_object_code,account_description,department
3421,2512,340,430920,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
7,2512,340,430920,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
1550,2512,340,430920,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
500,2512,340,430920,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
15379,2512,340,430920,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
1137,2512,340,430920,343,000,WATER CHARGES,"Public Works, Mobility, & Infrastructure"
1121,2512,340,430920,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
400,2512,340,430920,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
2545,2512,340,430920,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
209256,2512,340,430930,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
3750,2512,340,430930,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
96598,2512,340,430930,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
206,2512,340,430930,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
29502,2512,340,430930,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
19620,2512,340,430930,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
15148,2512,340,430930,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
12338,2512,340,430930,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
2075,2512,340,430930,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
4342,2512,340,430930,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
1155,2512,340,430930,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
750,2512,340,430930,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
1000,2512,340,430930,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
500,2512,340,430930,530,000,RENT,"Public Works, Mobility, & Infrastructure"
70884,2512,340,430940,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
1250,2512,340,430940,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
32304,2512,340,430940,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
69,2512,340,430940,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
1500,2512,340,430940,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
11685,2512,340,430940,250,000,SUPPLIES FOR RESALE,"Public Works, Mobility, & Infrastructure"
434044.3,2513,370,460400,930,000,RENOVATE REPLACE IMPROVE,Transfers
40000,2513,370,460400,940,000,MACHINERY & EQUIPMENT,Transfers
658938,2513,370,460410,110,000,SALARIES AND WAGES,Transfers
1140,2513,370,460410,120,000,OVERTIME,Transfers
235222,2513,370,460410,140,000,EMPLOYER CONTRIBUTIONS,Transfers
634,2513,370,460410,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
2095,2513,370,460410,210,000,OFFICE SUPPLIES,Transfers
6750,2513,370,460410,220,000,OPERATING SUPPLIES,Transfers
4022,2513,370,460410,310,000,COMMUNICATIONS,Transfers
900,2513,370,460410,320,000,PRINTING & DUPLICATING,Transfers
16050,2513,370,460410,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
24086,2513,370,460410,341,000,ELECTRICITY & NATURAL GAS,Transfers
6530,2513,370,460410,343,000,WATER CHARGES,Transfers
3419,2513,370,460410,344,000,TELEPHONE SERVICE,Transfers
1602,2513,370,460410,345,000,GARBAGE,Transfers
31392,2513,370,460410,350,000,PROFESSIONAL SERVICES,Transfers
2850,2513,370,460410,370,000,TRAVEL,Transfers
7800,2513,370,460410,380,000,TRAINING,Transfers
385396,2513,370,460410,500,000,FIXED CHARGES,Transfers
391030,2513,370,460411,110,000,SALARIES AND WAGES,Transfers
8375,2513,370,460411,130,000,OTHER,Transfers
144704,2513,370,460411,140,000,EMPLOYER CONTRIBUTIONS,Transfers
383,2513,370,460411,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
600,2513,370,460411,210,000,OFFICE SUPPLIES,Transfers
1250,2513,370,460411,220,000,OPERATING SUPPLIES,Transfers
174,2513,370,460411,310,000,COMMUNICATIONS,Transfers
800,2513,370,460411,320,000,PRINTING & DUPLICATING,Transfers
1550,2513,370,460411,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
1920,2513,370,460411,344,000,TELEPHONE SERVICE,Transfers
13682,2513,370,460411,350,000,PROFESSIONAL SERVICES,Transfers
2000,2513,370,460411,360,000,REPAIR & MAINTENANCE,Transfers
1900,2513,370,460411,370,000,TRAVEL,Transfers
3000,2513,370,460411,380,000,TRAINING,Transfers
0,2513,370,460411,650,000,LEASE PAYMENTS - PRINCIPAL,Transfers
0,2513,370,460411,660,000,LEASE PAYMENTS - INTEREST,Transfers
1520,2513,370,460432,210,000,OFFICE SUPPLIES,Transfers
16203,2513,370,460432,220,000,OPERATING SUPPLIES,Transfers
461,2513,370,460432,310,000,COMMUNICATIONS,Transfers
150,2513,370,460432,320,000,PRINTING & DUPLICATING,Transfers
500,2513,370,460432,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
19722,2513,370,460432,344,000,TELEPHONE SERVICE,Transfers
42643,2513,370,460432,350,000,PROFESSIONAL SERVICES,Transfers
2000,2513,370,460432,370,000,TRAVEL,Transfers
3000,2513,370,460432,380,000,TRAINING,Transfers
10868,2513,370,460432,500,000,FIXED CHARGES,Transfers
49875,2513,370,460433,110,000,SALARIES AND WAGES,Transfers
0,2513,370,460433,120,000,OVERTIME,Transfers
20250,2513,370,460433,140,000,EMPLOYER CONTRIBUTIONS,Transfers
3960,2513,370,460433,220,000,OPERATING SUPPLIES,Transfers
9000,2513,370,460433,345,000,GARBAGE,Transfers
50500,2513,370,460433,350,000,PROFESSIONAL SERVICES,Transfers
9500,2513,370,460433,380,000,TRAINING,Transfers
390824.67,2513,370,460439,110,000,SALARIES AND WAGES,Transfers
0,2513,370,460439,120,000,OVERTIME,Transfers
8375,2513,370,460439,130,000,OTHER,Transfers
163065,2513,370,460439,140,000,EMPLOYER CONTRIBUTIONS,Transfers
367,2513,370,460439,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
31217,2513,370,460439,220,000,OPERATING SUPPLIES,Transfers
168,2513,370,460439,310,000,COMMUNICATIONS,Transfers
100,2513,370,460439,320,000,PRINTING & DUPLICATING,Transfers
700,2513,370,460439,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
188764.33,2513,370,460439,350,000,PROFESSIONAL SERVICES,Transfers
250,2513,370,460439,370,000,TRAVEL,Transfers
750,2513,370,460439,380,000,TRAINING,Transfers
482875,2513,370,460441,110,000,SALARIES AND WAGES,Transfers
2850,2513,370,460441,120,000,OVERTIME,Transfers
25125,2513,370,460441,130,000,OTHER,Transfers
195201,2513,370,460441,140,000,EMPLOYER CONTRIBUTIONS,Transfers
490,2513,370,460441,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
300,2513,370,460441,210,000,OFFICE SUPPLIES,Transfers
2328,2513,370,460441,220,000,OPERATING SUPPLIES,Transfers
534,2513,370,460441,310,000,COMMUNICATIONS,Transfers
2150,2513,370,460441,320,000,PRINTING & DUPLICATING,Transfers
4990,2513,370,460441,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
140,2513,370,460441,340,000,WASTEWATER,Transfers
140,2513,370,460441,343,000,WATER CHARGES,Transfers
1776,2513,370,460441,344,000,TELEPHONE SERVICE,Transfers
128,2513,370,460441,345,000,GARBAGE,Transfers
11860,2513,370,460441,350,000,PROFESSIONAL SERVICES,Transfers
8200,2513,370,460441,360,000,REPAIR & MAINTENANCE,Transfers
1200,2513,370,460441,370,000,TRAVEL,Transfers
900,2513,370,460441,380,000,TRAINING,Transfers
1300,2513,370,460441,500,000,FIXED CHARGES,Transfers
670266,2513,370,460470,110,000,SALARIES AND WAGES,Transfers
1140,2513,370,460470,120,000,OVERTIME,Transfers
192388,2513,370,460470,140,000,EMPLOYER CONTRIBUTIONS,Transfers
572,2513,370,460470,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
200,2513,370,460470,210,000,OFFICE SUPPLIES,Transfers
85399,2513,370,460470,220,000,OPERATING SUPPLIES,Transfers
2500,2513,370,460470,320,000,PRINTING & DUPLICATING,Transfers
2280,2513,370,460470,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
2530,2513,370,460470,344,000,TELEPHONE SERVICE,Transfers
42909,2513,370,460470,350,000,PROFESSIONAL SERVICES,Transfers
1500,2513,370,460470,370,000,TRAVEL,Transfers
7600,2513,370,460470,380,000,TRAINING,Transfers
5000,2513,370,460470,390,000,OTHER PURCHASED SERVICES,Transfers
0,2513,370,460470,500,000,FIXED CHARGES,Transfers
17500,2513,370,460470,530,000,RENT,Transfers
100672,2513,370,460471,110,000,SALARIES AND WAGES,Transfers
31871,2513,370,460471,140,000,EMPLOYER CONTRIBUTIONS,Transfers
96,2513,370,460471,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
600,2513,370,460471,210,000,OFFICE SUPPLIES,Transfers
8892,2513,370,460471,220,000,OPERATING SUPPLIES,Transfers
1800,2513,370,460471,320,000,PRINTING & DUPLICATING,Transfers
1220,2513,370,460471,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
567,2513,370,460471,344,000,TELEPHONE SERVICE,Transfers
5500,2513,370,460471,350,000,PROFESSIONAL SERVICES,Transfers
0,2513,370,460471,390,000,OTHER PURCHASED SERVICES,Transfers
0,2513,370,460471,500,000,FIXED CHARGES,Transfers
16000,2513,370,460471,530,000,RENT,Transfers
2749,2513,370,460474,110,000,SALARIES AND WAGES,Transfers
481,2513,370,460474,140,000,EMPLOYER CONTRIBUTIONS,Transfers
3,2513,370,460474,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
8559,2513,370,460474,220,000,OPERATING SUPPLIES,Transfers
750,2513,370,460474,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
5103,2513,370,460474,341,000,ELECTRICITY & NATURAL GAS,Transfers
8350,2513,370,460474,350,000,PROFESSIONAL SERVICES,Transfers
208680,2513,370,460476,110,000,SALARIES AND WAGES,Transfers
0,2513,370,460476,120,000,OVERTIME,Transfers
66773,2513,370,460476,140,000,EMPLOYER CONTRIBUTIONS,Transfers
81,2513,370,460476,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
150,2513,370,460476,210,000,OFFICE SUPPLIES,Transfers
9200,2513,370,460476,220,000,OPERATING SUPPLIES,Transfers
250,2513,370,460476,320,000,PRINTING & DUPLICATING,Transfers
100,2513,370,460476,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
540,2513,370,460476,344,000,TELEPHONE SERVICE,Transfers
5506,2513,370,460476,350,000,PROFESSIONAL SERVICES,Transfers
4000,2513,370,460476,360,000,REPAIR & MAINTENANCE,Transfers
0,2513,370,460476,390,000,OTHER PURCHASED SERVICES,Transfers
0,2513,370,460476,500,000,FIXED CHARGES,Transfers
27343,2513,370,460477,110,000,SALARIES AND WAGES,Transfers
0,2513,370,460477,120,000,OVERTIME,Transfers
13034,2513,370,460477,140,000,EMPLOYER CONTRIBUTIONS,Transfers
26,2513,370,460477,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
80000,2513,370,460477,220,000,OPERATING SUPPLIES,Transfers
0,2513,370,460477,240,000,OTHER SUPPLIES,Transfers
0,2513,370,460477,320,000,PRINTING & DUPLICATING,Transfers
5693,2513,370,460477,341,000,ELECTRICITY & NATURAL GAS,Transfers
2000,2513,370,460477,360,000,REPAIR & MAINTENANCE,Transfers
380391,2513,370,460484,110,000,SALARIES & WAGES,Transfers
0,2513,370,460484,120,000,OVERTIME,Transfers
16750,2513,370,460484,130,000,OTHER,Transfers
156788,2513,370,460484,140,000,EMPLOYER CONTRIBUTIONS,Transfers
398,2513,370,460484,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
61402,2513,370,460484,220,000,OPERATING SUPPLIES,Transfers
1000,2513,370,460484,231,000,GASOLINE,Transfers
1000,2513,370,460484,235,000,VEHICLE REPAIR/MAINTENANCE,Transfers
0,2513,370,460484,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
0,2513,370,460484,341,000,ELECTRICITY & NATURAL GAS,Transfers
124421,2513,370,460484,350,000,PROFESSIONAL SERVICES,Transfers
2000,2513,370,460484,370,000,TRAVEL,Transfers
3000,2513,370,460484,380,000,TRAINING,Transfers
22500,2513,370,460484,700,000,GRANTS & CONTRIBUTIONS,Transfers
12847,2513,370,460485,220,000,OPERATING SUPPLIES,Transfers
50,2513,370,460485,320,000,PRINTING & DUPLICATING,Transfers
7400,2513,370,460485,350,000,PROFESSIONAL SERVICES,Transfers
3744,2513,370,460485,370,000,TRAVEL,Transfers
5507,2513,370,460485,380,000,TRAINING,Transfers
567144,2513,370,460490,110,000,SALARIES AND WAGES,Transfers
3400,2513,370,460490,120,000,OVERTIME,Transfers
4188,2513,370,460490,130,000,OTHER,Transfers
175477,2513,370,460490,140,000,EMPLOYER CONTRIBUTIONS,Transfers
550,2513,370,460490,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
1500,2513,370,460490,210,000,OFFICE SUPPLIES,Transfers
5000,2513,370,460490,220,000,OPERATING SUPPLIES,Transfers
41500,2513,370,460490,230,000,REPAIR/MAINTENANCE,Transfers
0,2513,370,460490,232,000,JANITORIAL SUPPLIES,Transfers
0,2513,370,460490,240,000,OTHER SUPPLIES,Transfers
10000,2513,370,460490,250,000,SUPPLIES FOR RESALE,Transfers
3715,2513,370,460490,310,000,COMMUNICATIONS,Transfers
3000,2513,370,460490,320,000,PRINTING & DUPLICATING,Transfers
10000,2513,370,460490,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
595,2513,370,460490,340,000,WASTEWATER,Transfers
120492,2513,370,460490,341,000,ELECTRICITY & NATURAL GAS,Transfers
10844,2513,370,460490,343,000,WATER CHARGES,Transfers
4300,2513,370,460490,344,000,TELEPHONE SERVICE,Transfers
12291,2513,370,460490,345,000,GARBAGE,Transfers
25000,2513,370,460490,350,000,PROFESSIONAL SERVICES,Transfers
13000,2513,370,460490,360,000,REPAIR & MAINTENANCE,Transfers
2000,2513,370,460490,370,000,TRAVEL,Transfers
5000,2513,370,460490,380,000,TRAINING,Transfers
0,2513,370,460490,390,000,OTHER PURCHASED SERVICES,Transfers
10500,2513,370,460490,500,000,FIXED CHARGES,Transfers
395568,2513,370,460491,110,000,SALARIES AND WAGES,Transfers
3870,2513,370,460491,120,000,OVERTIME,Transfers
4188,2513,370,460491,130,000,OTHER,Transfers
106276,2513,370,460491,140,000,EMPLOYER CONTRIBUTIONS,Transfers
387,2513,370,460491,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
500,2513,370,460491,210,000,OFFICE SUPPLIES,Transfers
10000,2513,370,460491,220,000,OPERATING SUPPLIES,Transfers
56000,2513,370,460491,230,000,REPAIR/MAINTENANCE,Transfers
0,2513,370,460491,232,000,JANITORIAL SUPPLIES,Transfers
5000,2513,370,460491,250,000,SUPPLIES FOR RESALE,Transfers
2265,2513,370,460491,310,000,COMMUNICATIONS,Transfers
2000,2513,370,460491,320,000,PRINTING & DUPLICATING,Transfers
4500,2513,370,460491,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
94346,2513,370,460491,341,000,ELECTRICITY & NATURAL GAS,Transfers
20974,2513,370,460491,343,000,WATER CHARGES,Transfers
4101,2513,370,460491,344,000,TELEPHONE SERVICE,Transfers
2293,2513,370,460491,345,000,GARBAGE,Transfers
3393,2513,370,460491,350,000,PROFESSIONAL SERVICES,Transfers
6594,2513,370,460491,360,000,REPAIR & MAINTENANCE,Transfers
3206,2513,370,460491,390,000,OTHER PURCHASED SERVICES,Transfers
0,2513,370,460491,500,000,FIXED CHARGES,Transfers
7000,2513,370,460493,350,000,PROFESSIONAL SERVICES,Transfers
59000,2513,370,460493,930,000,IMPROVEMENTS,Transfers
1262999,2513,370,460501,110,000,SALARIES AND WAGES,Transfers
0,2513,370,460501,120,000,OVERTIME,Transfers
25125,2513,370,460501,130,000,OTHER,Transfers
657412,2513,370,460501,140,000,EMPLOYER CONTRIBUTIONS,Transfers
1223,2513,370,460501,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
219260,2513,370,460501,220,000,OPERATING SUPPLIES,Transfers
201141,2513,370,460501,231,000,GASOLINE,Transfers
77328,2513,370,460501,235,000,VEHICLE REPAIR/MAINTENANCE,Transfers
4665,2513,370,460501,340,000,WASTEWATER,Transfers
219478,2513,370,460501,341,000,ELECTRICITY & NATURAL GAS,Transfers
5539,2513,370,460501,342,000,STORM WATER,Transfers
198932,2513,370,460501,343,000,WATER CHARGES,Transfers
1050,2513,370,460501,344,000,TELEPHONE SERVICE,Transfers
41487,2513,370,460501,345,000,GARBAGE,Transfers
97152,2513,370,460501,350,000,PROFESSIONAL SERVICES,Transfers
3920,2513,370,460501,360,000,REPAIR & MAINTENANCE,Transfers
2000,2513,370,460501,370,000,TRAVEL,Transfers
3000,2513,370,460501,380,000,TRAINING,Transfers
49388,2513,370,460503,110,000,SALARIES AND WAGES,Transfers
0,2513,370,460503,120,000,OVERTIME,Transfers
0,2513,370,460503,130,000,OTHER,Transfers
23992,2513,370,460503,140,000,EMPLOYER CONTRIBUTIONS,Transfers
47,2513,370,460503,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
22675,2513,370,460503,220,000,OPERATING SUPPLIES,Transfers
4175,2513,370,460503,345,000,GARBAGE,Transfers
13500,2513,370,460503,350,000,PROFESSIONAL SERVICES,Transfers
10076,2513,370,460503,510,000,INSURANCE,Transfers
2400,2513,370,469000,220,000,OPERATING SUPPLIES,Transfers
315000,2513,370,469000,350,000,PROFESSIONAL SERVICES,Transfers
10000,2513,370,469000,380,000,TRAINING,Transfers
0,2513,370,469000,700,000,GRANTS & CONTRIBUTIONS,Transfers
125000,2513,370,469000,930,000,IMPROVEMENTS,Transfers
272460,2513,370,469000,940,000,MACHINERY & EQUIPMENT,Transfers
57000,2513,370,490200,610,000,PRINCIPAL,Transfers
276378,2513,370,490200,620,000,INTEREST / SERVICE FEES,Transfers
154063,2513,370,490504,610,000,PRINCIPAL,Transfers
17184,2513,370,490504,620,000,INTEREST / SERVICE FEES,Transfers
17000,2513,370,510110,550,000,MERCHANT SERVICE FEES,Transfers
2000,2700,250,470210,350,000,PROFESSIONAL SERVICES,"Community Planning, Development, & Innovation"
3000,2700,250,470210,370,000,TRAVEL,"Community Planning, Development, & Innovation"
3000,2700,250,470210,380,000,TRAINING,"Community Planning, Development, & Innovation"
111634,2700,250,470225,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
678427,2700,250,470245,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
143750,2700,250,470265,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
0,2700,255,470210,350,000,PROFESSIONAL SERVICES,Unmapped
45000,2918,290,420172,700,000,GRANTS & CONTRIBUTIONS,Police
0,2918,290,420173,700,000,GRANTS & CONTRIBUTIONS,Police
45000,2918,290,420175,700,000,GRANTS & CONTRIBUTIONS,Police
15000,2919,290,420142,120,000,OVERTIME,Police
1374,2919,290,420142,140,000,EMPLOYER CONTRIBUTIONS,Police
3500,2919,290,420142,210,000,OFFICE SUPPLIES,Police
3500,2919,290,420142,220,000,OPERATING SUPPLIES,Police
2400,2919,290,420142,320,000,PRINTING & DUPLICATING,Police
5000,2919,290,420142,341,000,ELECTRICITY & NATURAL GAS,Police
250,2919,290,420142,344,000,TELEPHONE SERVICE,Police
6000,2919,290,420142,350,000,PROFESSIONAL SERVICES,Police
5000,2919,290,420142,360,000,REPAIR & MAINTENANCE,Police
5500,2919,290,420142,370,000,TRAVEL,Police
5500,2919,290,420142,380,000,TRAINING,Police
200,2919,290,420142,390,000,OTHER PURCHASED SERVICES,Police
17534,2919,290,420142,500,000,FIXED CHARGES,Police
17912,2919,290,420142,700,000,HIDTA STATE FORFEITURE,Police
25000,2919,290,420142,940,000,MACHINERY & EQUIPMENT,Police
0,2919,290,420181,350,000,PROFESSIONAL SERVICES,Police
0,2919,290,420181,700,000,GRANTS & CONTRIBUTIONS,Police
5000,2939,400,470290,310,000,COMMUNICATIONS,"Community Planning, Development, & Innovation"
0,2939,400,470290,350,000,PROFESSIONAL SERVICES,"Community Planning, Development, & Innovation"
25108,2939,400,470290,700,000,PUBLIC SERVICE PROJECTS,"Community Planning, Development, & Innovation"
0,2939,400,470450,700,000,CONSTRUCTION/REHAB,"Community Planning, Development, & Innovation"
1000,2940,400,470290,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Community Planning, Development, & Innovation"
40000,2940,400,470290,350,000,PROFESSIONAL SERVICES,"Community Planning, Development, & Innovation"
300,2940,400,470290,370,000,TRAVEL,"Community Planning, Development, & Innovation"
0,2940,400,470290,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
444789,2940,400,470450,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
358115,2941,400,470450,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
800,2943,400,470450,700,000,CONSTRUCTION / REHAB,"Community Planning, Development, & Innovation"
86000,2945,400,470290,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
12000,2945,400,470410,350,000,PROFESSIONAL SERVICES,"Community Planning, Development, & Innovation"
410000,2945,400,470450,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
436634,2955,280,411070,110,000,SALARIES AND WAGES,Transfers
0,2955,280,411070,120,000,OVERTIME,Transfers
3120,2955,280,411070,130,000,OTHER,Transfers
190729,2955,280,411070,140,000,EMPLOYER CONTRIBUTIONS,Transfers
423,2955,280,411070,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
3000,2955,280,411070,210,000,OFFICE SUPPLIES,Transfers
4000,2955,280,411070,220,000,OPERATING SUPPLIES,Transfers
13000,2955,280,411070,230,000,REPAIR/MAINTENANCE,Transfers
0,2955,280,411070,231,000,GASOLINE,Transfers
100,2955,280,411070,310,000,COMMUNICATIONS,Transfers
1000,2955,280,411070,320,000,PRINTING & DUPLICATING,Transfers
5000,2955,280,411070,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
1500,2955,280,411070,344,000,TELEPHONE SERVICE,Transfers
300000,2955,280,411070,350,000,PROFESSIONAL SERVICES,Transfers
10000,2955,280,411070,370,000,TRAVEL,Transfers
5500,2955,280,411070,380,000,TRAINING,Transfers
57525,2955,280,411070,500,000,FIXED CHARGES,Transfers
271202,2955,280,411070,700,000,GRANTS & CONTRIBUTIONS,Transfers
17784,2955,280,411079,110,000,SALARIES AND WAGES,Transfers
3118,2955,280,411079,140,000,EMPLOYER CONTRIBUTIONS,Transfers
18,2955,280,411079,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
20838,2955,280,411079,220,000,OPERATING SUPPLIES,Transfers
8000,2955,280,411079,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
176051,2955,280,411080,110,000,SALARIES AND WAGES,Transfers
0,2955,280,411080,120,000,OVERTIME,Transfers
2080,2955,280,411080,130,000,OTHER,Transfers
58947,2955,280,411080,140,000,EMPLOYER CONTRIBUTIONS,Transfers
171,2955,280,411080,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
6500,2955,280,411080,210,000,OFFICE SUPPLIES,Transfers
23469,2955,280,411080,220,000,OPERATING SUPPLIES,Transfers
435,2955,280,411080,310,000,COMMUNICATIONS,Transfers
6000,2955,280,411080,320,000,PRINTING & DUPLICATING,Transfers
31600,2955,280,411080,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
15000,2955,280,411080,350,000,PROFESSIONAL SERVICES,Transfers
4000,2955,280,411080,360,000,REPAIR & MAINTENANCE,Transfers
4500,2955,280,411080,370,000,TRAVEL,Transfers
3000,2955,280,411080,380,000,TRAINING,Transfers
23565,2955,280,411080,500,000,FIXED CHARGES,Transfers
76009,2955,280,430255,110,000,SALARIES AND WAGES,Transfers
0,2955,280,430255,120,000,OVERTIME,Transfers
1040,2955,280,430255,130,000,OTHER,Transfers
27489,2955,280,430255,140,000,EMPLOYER CONTRIBUTIONS,Transfers
74,2955,280,430255,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
500,2955,280,430255,210,000,OFFICE SUPPLIES,Transfers
300,2955,280,430255,220,000,OPERATING SUPPLIES,Transfers
100,2955,280,430255,310,000,COMMUNICATIONS,Transfers
100,2955,280,430255,320,000,PRINTING & DUPLICATING,Transfers
1395,2955,280,430255,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
4058,2955,280,430255,350,000,PROFESSIONAL SERVICES,Transfers
2100,2955,280,430255,370,000,TRAVEL,Transfers
1500,2955,280,430255,380,000,TRAINING,Transfers
2400,2955,280,430255,390,000,OTHER PURCHASED SERVICES,Transfers
5500,2955,280,430255,500,000,FIXED CHARGES,Transfers
0,2988,300,420460,220,000,OPERATING SUPPLIES,Fire
0,2988,300,420730,700,000,GRANTS & CONTRIBUTIONS,Fire
40000,2988,390,420000,220,000,OPERATING SUPPLIES,Transfers
0,2988,390,420000,700,000,GRANTS & CONTRIBUTIONS,Transfers
0,2989,290,420000,110,000,SALARIES AND WAGES,Police
0,2989,290,420000,120,000,OVERTIME,Police
0,2989,290,420000,140,000,EMPLOYER CONTRIBUTIONS,Police
0,2989,290,420000,220,000,OPERATING SUPPLIES,Police
0,2989,290,420000,530,000,RENT,Police
0,2989,290,420000,650,000,LEASE PAYMENTS - PRINCIPAL,Police
0,2989,290,420000,660,000,LEASE PAYMENTS - INTEREST,Police
0,2989,290,420000,700,000,GRANTS & CONTRIBUTIONS,Police
0,2989,290,420110,120,000,OVERTIME,Police
0,2989,290,420110,140,000,EMPLOYER CONTRIBUTIONS,Police
0,2989,290,420143,220,000,OPERATING SUPPLIES,Police
0,2989,290,420145,110,000,SALARIES AND WAGES,Police
0,2989,290,420145,140,000,EMPLOYER CONTRIBUTIONS,Police
0,2989,290,420146,110,000,SALARIES AND WAGES,Police
99346,2989,290,420146,120,000,OVERTIME,Police
24854,2989,290,420146,140,000,EMPLOYER CONTRIBUTIONS,Police
29178,2989,290,420146,141,000,STATE RETIREMENT CONTRIBUTIONS,Police
0,2989,290,420150,220,000,OPERATING SUPPLIES,Police
0,2989,290,420160,120,000,OVERTIME,Police
0,2989,290,420160,140,000,EMPLOYER CONTRIBUTIONS,Police
150,2989,290,420160,220,000,OPERATING SUPPLIES,Police
1440,2989,290,420160,350,000,PROFESSIONAL SERVICES,Police
14410,2989,290,420160,370,000,TRAVEL,Police
35000,2989,290,420180,220,000,OPERATING SUPPLIES,Police
9300,2989,290,420188,120,000,OVERTIME,Police
0,2989,290,420188,140,000,EMPLOYER CONTRIBUTIONS,Police
17500,2989,290,420188,210,000,OFFICE SUPPLIES,Police
3432.5,2989,290,420188,220,000,OPERATING SUPPLIES,Police
14702,2989,290,420188,350,000,PROFESSIONAL SERVICES,Police
45279.5,2989,290,420188,360,000,REPAIR & MAINTENANCE,Police
850,2989,290,420188,370,000,TRAVEL,Police
51522.5,2989,290,420188,500,000,FIXED CHARGES,Police
