fund,dept_no,activity,program_title_h8,requested_title_change_i9,department_h6,ftes_h36,personnel_g27,o&m_g28,debt_g29,grant_g30,transfers_g31,capital_g32,total_expenditures_g33,cost_recovery_e58_yn,cost_recovery_p24_percent,description_e12,additional_activities_e20,mandate_e41_yn,mandate_h41_entity,mandate_e43_descript,service_level_e47_yn,service_level_h47_entity,service_level_e49_descript,reliance_e53_level,reliance_e55_high_descript,strategic_goal_e64_yn,strategic_goal_e66_name,strategic_goal_e68_action_descript,strategic_goal_e74_additional_actions,strategic_goal_e80_2nd_additional_actions,trend_demand_e87_level,trend_demand_e89_descript,risk_e93_type,risk_e95_descript
4083,370,460484,CONSERVATION LANDS MGMT,Conservation Land Managment Greenways & Horticulture,Parks & Recreation,0.0,0.0,0.0,0,0.0,0,22290.0,22290.0,No,0.0,This activity accounts for the capital expenditures related to the Barmeyer or South Hills Spur Parking Lot.  This project is funded by Parks Impact Fees.,0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
4083,370,460525,RESTORATION IMPROVEMENT PROJECTS,Conservation Land Management Projects,Parks & Recreation,0.0,0.0,0.0,0,0.0,0,200630.0,200630.0,No,0.0,"This activity accounts for capital expenditures related to Conservation Land Managment Projects.  This activity includes the following projects: 1)$22,026 Rattlesnake Dam Removal - HMG this project is funded by contributions from the Water Utility and Grants. 2) $78,604 Rattlesnake Dam Removal - this project is funded by Contributions from the Water Utility and proceeds from a Park District Revenue Bond 3) $100,000 Clark Fork Restoration - this project is funded by Parks impact Fees and proceeds from a Park District Revenue Bond",0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
4130,370,460484,CONSERVATION LANDS MGMT,Open Space Purchase Fund,Parks & Recreation,0.0,0.0,0.0,0,0.0,0,1537500.0,1537500.0,No,0.0,This activity accounts for a contingency appropriation for open space acquisitions.,0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
1219,370,521008,TRANSFERS TO PARK DISTRICT 1,Transfer to FMRP Operations and Maintenance fund,Transfers,0.0,0.0,0.0,0,0.0,25000,0.0,25000.0,Yes,0.0,Amount of funds generated from User fees to support specific maintenance practices at Fort Missoula Regional Park.,0,No,0,0,No,0,0,High,Significant Public Investment,0,0,0,0,0,0,0,0,0
2513,370,521001,TRANSFER TO CIP,Fort Missoula Regional Park Subsidy,Transfers,0.0,0.0,0.0,0,0.0,346606,0.0,346606.0,No,0.0,Activity related to the transfer of funds to support the operations and maintenance fund at Fort Missoula Regional Park.,0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7380,375,471210,BUSINESS IMPROVEMENT DISTRICT,0,BID/TBID,2.0,0.0,83347.0,0,302000.0,0,0.0,385347.0,Yes,1.20620116414556,"The Downtown Business Improvement District was created in 2005 to unify the Downtown property owners in maintenance and management of Downtown’s common-area space. In 2020 the BID Assessment was renewed for another ten years by a vote of Downtown property owners and approved by Missoula City Council. With a focus on clean, safe and economic vitality, the BID is responsible for garbage and recycling, graffiti removal and snow removal, hospitality services, business development initiatives, research and more.  The Downtown Clean Team, the Downtown Ambassadors, the Downtown Police Officer are all funded by the BID and its 600+ property owners.",0,Yes,Other Requirement,Self assessment voted upon and approved by BID Ratepayers (Downtown property owners).,No,0,0,Medium,0,No,0,0,0,0,Demand for service is evolving,The Downtown Ambassador program was put into moratorium during the pandemic and has not been reinstated to date. Designated Downtown Policing has become a priority along with greater graffiti removal and mitigation efforts. Downtown Master Plan implementation and supporting Federal Grant applications has also become a priority in the last few years.,Low/No Risk,The BID is financially stable. The BID ratepayers will vote upon whether to continue the work in 2030.
7381,375,471210,BUSINESS IMPROVEMENT DISTRICT,Tourism Business Improvement District,BID/TBID,0.0,0.0,1459992.0,0,0.0,0,0.0,1459992.0,Yes,1.00574934657176,"In 2010, a group of 10 passionate hoteliers formed the Missoula Tourism Business Improvement District (TBID) to enhance Missoula’s vibrant economic growth and promote local tourism. Over the years the number of participating hoteliers has consistently increased, until July of 2019, when the TBID expanded to a citywide district. 
The funding mechanism for the TBID is a flat fee assessment (currently $2.00) per occupied room night. All TBID funds stay local and can only be used by the TBID for the promotion of tourism in Missoula.",0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is evolving,0,Low/No Risk,0
7386,385,490200,REVENUE BOND DEBT SERVICE,URD II Safeway Project Bond,Debt Service,7.0,0.0,0.0,138493,0.0,0,0.0,138493.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7387,385,490200,REVENUE BOND DEBT SERVICE,URD II Brownfields RLF Debt Service,Debt Service,7.0,0.0,0.0,162001,0.0,0,0.0,162001.0,No,1.0000061728014,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7389,385,490210,FY13 $5.75M DEBT SERVICE,0,Debt Service,7.0,0.0,0.0,426176,0.0,0,0.0,426176.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7389,385,490230,SERIES 2022A - 2006 BOND REFUNDING,0,Debt Service,7.0,0.0,0.0,248481,0.0,0,0.0,248481.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,0,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7389,385,490231,SERIES 2022B - BRIDGE APARTMENTS,0,Debt Service,7.0,0.0,0.0,300300,0.0,0,0.0,300300.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7395,385,490200,REVENUE BOND DEBT SERVICE,0,Debt Service,7.0,0.0,0.0,340053,0.0,0,0.0,340053.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7395,385,490202,MARY AVENUE DEBT SERVICE,0,Debt Service,7.0,0.0,0.0,491744,0.0,0,0.0,491744.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7395,385,490204,1.6M MARY AVE W DEBT SRVS,0,Debt Service,7.0,0.0,0.0,117245,0.0,0,0.0,117245.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7395,385,490207,2.6M MRL TAX EXEMPT 2018B,0,Debt Service,7.0,0.0,0.0,189426,0.0,0,0.0,189426.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7395,385,490208,1.2M MRL TAXABLE 2018A,0,Debt Service,7.0,0.0,0.0,94680,0.0,0,0.0,94680.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7396,385,490602,TI BOND INTEREST,0,Debt Service,7.0,0.0,0.0,31095,0.0,0,0.0,31095.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7396,385,490603,TI BOND SINKING,0,Debt Service,7.0,0.0,0.0,113460,0.0,0,0.0,113460.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7396,385,490604,TI BOND RESERVE,0,Debt Service,7.0,0.0,0.0,206018,0.0,0,0.0,206018.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7396,385,490605,TRANSFERS TO DEBT SERVICE,0,Debt Service,7.0,0.0,0.0,221538,0.0,0,0.0,221538.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7399,385,490200,REVENUE BOND DEBT SERVICE,0,Debt Service,7.0,0.0,0.0,146756,0.0,0,0.0,146756.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7401,385,490000,DEBT SERVICE,0,Debt Service,7.0,0.0,0.0,202930,0.0,0,0.0,202930.0,No,1.01202385058887,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7402,385,490505,ACCELA LOAN DEBT SERVICE,SERIES 2017A REFUNDING,Debt Service,7.0,0.0,0.0,90647,0.0,0,0.0,90647.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7402,385,490506,CORE FINANCED EQUIPMENT,SERIES 2017B REFUNDING,Debt Service,7.0,0.0,0.0,19218,0.0,0,0.0,19218.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7402,385,490507,FIB SUBORDINATE LIEN NOTE PARKING STRUCT,0,Debt Service,7.0,0.0,0.0,240554,0.0,0,0.0,240554.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7402,385,490508,EKO COMPOST PURCHASE,SERIES 2017C PUBLIC PARKING,Debt Service,7.0,0.0,0.0,234574,0.0,0,0.0,234574.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7402,385,490511,AC HOTEL SERIES 2021,0,Debt Service,7.0,0.0,0.0,98132,0.0,0,0.0,98132.0,No,0.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7411,385,490201,SERIES 2014 MPC DEBT,SERIES 2019 STOCKMAN,Debt Service,7.0,0.0,0.0,94391,0.0,0,0.0,94391.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7383,385,470230,PW FACILITY,0,MRA,7.0,0.0,791414.0,0,100000.0,0,0.0,891414.0,No,0.298958732979289,"Includes expenditures or grants for improvments to or construction of public infrastructure such as streets, curbs, gutters, sidewalks, trails, parks, and utility main lines.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7385,385,470230,PW FACILITY,0,MRA,7.0,0.0,1198829.0,0,444491.0,0,0.0,1643320.0,No,0.350184382834749,"Includes expenditures or grants for improvments to or construction of public infrastructure such as streets, curbs, gutters, sidewalks, trails, parks, and utility main lines.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeopardize our programs.
7385,385,470260,PLANNING & MGMT,0,MRA,7.0,0.0,25000.0,0,10750.0,0,0.0,35750.0,No,1.0,"Includes expenditures for feasibility studies, master planning, and site specific planning.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7385,385,470270,CLEARING & DEMO,CLEARING & DECONSTRUCTION,MRA,7.0,0.0,0.0,0,166403.0,0,0.0,166403.0,No,1.0,"Elimination of blight including expenditures or grants for deconstruction, demolition, site clearing and preparation activities.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7392,385,470230,PW FACILITY,0,MRA,7.0,0.0,4300645.0,0,945174.0,0,2484707.0,7730526.0,No,0.309744770278245,"Includes expenditures or grants for improvments to or construction of public infrastructure such as streets, curbs, gutters, sidewalks, trails, parks, and utility main lines.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeopardize our programs.
7392,385,470240,REHAB LOANS,REDEVELOPMENT PROGRAMS,MRA,7.0,0.0,0.0,0,100000.0,0,0.0,100000.0,No,1.0,"Includes grant expenditures for adopted MRA programs of voluntary or compulsory repair (per MCA), such as the Code Compliance Program, Commercial Rehabilitation Loan Program, Facade Improvement Program and Workforce Housing Program.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7392,385,470260,PLANNING & MGMT,0,MRA,7.0,0.0,10000.0,0,0.0,0,0.0,10000.0,No,1.0,"Includes expenditures for feasibility studies, master planning, and site specific planning.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7392,385,470270,CLEARING & DEMO,0,MRA,7.0,0.0,0.0,0,221456.0,0,0.0,221456.0,No,1.0,"Elimination of blight including expenditures or grants for deconstruction, demolition, site clearing and preparation activities.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7393,385,470210,ADMINISTRATION,0,MRA,7.0,894686.0,483153.0,0,0.0,0,0.0,1377839.0,No,0.000469575908360846,"Administrative expenses are paid under the Administration category such as Personnel, Employer Contributions, PERS, Supplies, Purchased Services, Computer Equipment, Telephone, Garbage, Training, and Travel.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,High,Lack of Readily Available alternatives,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sectors to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law in a way that could jeapardize MRA funding and it's ability to respond to our community's needs.
7393,385,470230,PW FACILITY,0,MRA,7.0,0.0,9181206.0,0,2653633.0,0,2713497.0,14548336.0,No,0.0,"Includes expenditures or grants for improvments to or construction of public infrastructure such as streets, curbs, gutters, sidewalks, trails, parks, and utility main lines.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeopardize our programs.
7393,385,470240,REHAB LOANS,0,MRA,7.0,0.0,0.0,0,50000.0,0,0.0,50000.0,No,0.0,"Includes grant expenditures for adopted MRA programs of voluntary or compulsory repair (per MCA), such as the Code Compliance Program, Commercial Rehabilitation Loan Program, Facade Improvement Program and Workforce Housing Program.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7393,385,470260,PLANNING & MGMT,0,MRA,7.0,0.0,813422.0,0,0.0,0,0.0,813422.0,No,0.0,"Includes expenditures for feasibility studies, master planning, and site specific planning.",0,Yes,Other Requirement,City Council created an Urban Renewal District and Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7393,385,470270,CLEARING & DEMO,CLEARING & DECONSTRUCTION,MRA,7.0,0.0,0.0,0,574423.0,0,0.0,574423.0,No,0.0,"Elimination of blight including expenditures or grants for deconstruction, demolition, site clearing and preparation activities.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7393,385,479000,HCD ONETIME EXPENSES,MRA Onetime Expenses,MRA,0.0,0.0,3800.0,0,0.0,0,0.0,3800.0,No,0.0,This activity accounts for the expenditure of the of a new GIS Laptop as approved with FY2024 MRA New Request #1.  It is funded by fund balance.,0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7397,385,470230,PW FACILITY,0,MRA,7.0,0.0,1064046.0,0,1813931.0,0,305000.0,3182977.0,No,0.0,"Includes expenditures or grants for improvments to or construction of public infrastructure such as streets, curbs, gutters, sidewalks, trails, parks, and utility main lines.",0,No,0,0,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeopardize our programs.
7397,385,470270,CLEARING & DEMO,0,MRA,7.0,0.0,0.0,0,36600.0,0,0.0,36600.0,No,0.0,"Elimination of blight including expenditures or grants for deconstruction, demolition, site clearing and preparation activities.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeapardize our programs.
7398,385,470230,PW FACILITY,0,MRA,7.0,0.0,615403.0,0,700000.0,0,190572.0,1505975.0,No,0.226879596274839,"Includes expenditures or grants for improvments to or construction of public infrastructure such as streets, curbs, gutters, sidewalks, trails, parks, and utility main lines.",0,No,0,0,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sector to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law that might jeopardize our programs.
7383,385,470210,ADMINISTRATION,0,Transfers,7.0,0.0,0.0,0,0.0,100000,0.0,100000.0,No,1.0,"Administrative expenses are paid under the Administration category such as Personnel, Employer Contributions, PERS, Supplies, Purchased Services, Computer Equipment, Telephone, Garbage, Training, and Travel. This disrict makes a transfer to URD III for it's porportionate share of those Agency expenses.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,High,Lack of Readily Available alternatives,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sectors to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law in a way that could jeapardize MRA funding and it's ability to respond to our community's needs.
7384,385,521009,TRANFERS TO DEBT SERVICE,0,Transfers,7.0,0.0,0.0,0,0.0,572113,0.0,572113.0,No,1.42065291297349,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,0,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7385,385,470210,ADMINISTRATION,0,Transfers,7.0,0.0,0.0,0,0.0,200000,0.0,200000.0,No,1.0,"Administrative expenses are paid under the Administration category such as Personnel, Employer Contributions, PERS, Supplies, Purchased Services, Computer Equipment, Telephone, Garbage, Training, and Travel. This disrict makes a transfer to URD III for it's porportionate share of those Agency expenses.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,High,Lack of Readily Available alternatives,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sectors to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law in a way that could jeapardize MRA funding and it's ability to respond to our community's needs.
7390,385,490604,TI BOND RESERVE,0,Transfers,7.0,0.0,0.0,0,0.0,146756,0.0,146756.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7390,385,490605,TRANSFERS TO DEBT SERVICE,0,Transfers,7.0,0.0,0.0,0,0.0,974957,0.0,974957.0,No,0.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7390,385,490606,DEVELOPMENT TRANSFERS,0,Transfers,7.0,0.0,0.0,0,0.0,3125947,0.0,3125947.0,No,0.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7390,385,490607,TRANSFERS TO BROWNFIELD,0,Transfers,7.0,0.0,0.0,0,0.0,162002,0.0,162002.0,No,0.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7390,385,490608,TRANSFERS TO SAFEWA/ST PAT,0,Transfers,7.0,0.0,0.0,0,0.0,132120,0.0,132120.0,No,0.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7392,385,470210,ADMINISTRATION,0,Transfers,7.0,0.0,0.0,0,0.0,400000,0.0,400000.0,No,1.0,"Administrative expenses are paid under the Administration category such as Personnel, Employer Contributions, PERS, Supplies, Purchased Services, Computer Equipment, Telephone, Garbage, Training, and Travel. This disrict makes a transfer to URD III for it's porportionate share of those Agency expenses.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,High,Lack of Readily Available alternatives,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sectors to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law in a way that could jeapardize MRA funding and it's ability to respond to our community's needs.
7394,385,521009,TRANFERS TO DEBT SERVICE,0,Transfers,7.0,0.0,0.0,0,0.0,1233148,0.0,1233148.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
